Date,Price,Open,High,Low,Vol.,Change %
08/14/2019,"1,515.90","1,500.00","1,520.50","1,497.00",0.33K,0.91%
08/13/2019,"1,502.20","1,510.40","1,531.40","1,483.70",0.67K,-0.21%
08/12/2019,"1,505.30","1,496.00","1,514.90","1,488.10",0.26K,0.58%
08/09/2019,"1,496.60","1,506.20","1,507.50","1,495.60",0.07K,-0.07%
08/08/2019,"1,497.70","1,498.40","1,508.50","1,492.00",0.37K,-0.64%
08/07/2019,"1,507.30","1,473.50","1,509.90","1,473.20",0.82K,2.37%
08/06/2019,"1,472.40","1,469.70","1,475.00","1,457.70",0.46K,0.53%
08/05/2019,"1,464.60","1,440.40","1,469.70","1,440.40",1.01K,1.31%
08/02/2019,"1,445.60","1,448.00","1,448.00","1,432.30",1.87K,1.74%
08/01/2019,"1,420.90","1,411.30","1,445.20","1,400.90",2.43K,-0.36%
07/31/2019,"1,426.10","1,431.30","1,435.80","1,411.20",3.29K,-0.25%
07/30/2019,"1,429.70","1,426.30","1,433.90","1,422.10",73.87K,0.71%
07/29/2019,"1,419.60","1,419.60","1,419.60","1,419.60",224.27K,0.08%
07/26/2019,"1,418.50","1,422.80","1,423.00","1,418.50",0.01K,0.33%
07/25/2019,"1,413.90","1,413.90","1,413.90","1,413.90",0.00K,-0.63%
07/24/2019,"1,422.80","1,422.80","1,422.80","1,422.80",0.02K,0.19%
07/23/2019,"1,420.10","1,418.60","1,421.30","1,416.30",0.01K,-0.36%
07/22/2019,"1,425.30","1,425.30","1,425.30","1,424.00",0.00K,0.01%
07/19/2019,"1,425.10","1,440.50","1,442.00","1,425.10",0.02K,-0.07%
07/18/2019,"1,426.10","1,422.30","1,444.20","1,419.50",0.07K,0.34%
07/17/2019,"1,421.30","1,404.60","1,421.30","1,404.60",0.01K,0.86%
07/16/2019,"1,409.20","1,413.60","1,413.70","1,405.00",0.01K,-0.16%
07/15/2019,"1,411.40","1,414.40","1,415.00","1,411.40",0.03K,0.11%
07/12/2019,"1,409.90","1,405.60","1,410.10","1,405.60",0.01K,0.40%
07/11/2019,"1,404.30","1,424.00","1,424.00","1,404.30",0.01K,-0.41%
07/10/2019,"1,410.10","1,409.90","1,410.10","1,409.90",0.05K,0.90%
07/09/2019,"1,397.50","1,394.50","1,397.50","1,386.20",0.05K,0.04%
07/08/2019,"1,397.00","1,395.90","1,397.00","1,393.60",0.01K,0.02%
07/05/2019,"1,396.70","1,418.30","1,418.30","1,390.20",0.02K,-1.48%
07/03/2019,"1,417.70","1,431.00","1,434.00","1,413.10",0.05K,0.93%
07/02/2019,"1,404.60","1,391.10","1,418.40","1,390.80",0.04K,1.37%
07/01/2019,"1,385.60","1,386.60","1,395.80","1,382.80",0.21K,-1.71%
06/28/2019,"1,409.70","1,408.30","1,422.00","1,408.30",0.36K,0.09%
06/27/2019,"1,408.40","1,407.00","1,410.80","1,399.80",0.44K,-0.23%
06/26/2019,"1,411.60","1,407.20","1,413.30","1,405.80",1.33K,-0.23%
06/25/2019,"1,414.90","1,418.10","1,433.30","1,414.90",0.10K,0.04%
06/24/2019,"1,414.30","1,406.00","1,420.60","1,402.10",0.12K,1.30%
06/21/2019,"1,396.20","1,406.00","1,406.00","1,390.30",0.04K,0.24%
06/20/2019,"1,392.90","1,381.50","1,392.90","1,379.50",0.08K,3.59%
06/19/2019,"1,344.60","1,344.00","1,344.60","1,344.00",0.13K,-0.15%
06/18/2019,"1,346.60","1,349.30","1,349.30","1,341.60",0.03K,0.59%
06/17/2019,"1,338.70","1,339.00","1,340.30","1,335.00",0.08K,-0.10%
06/14/2019,"1,340.10","1,345.40","1,355.40","1,339.30",0.91K,0.07%
06/13/2019,"1,339.20","1,331.60","1,341.10","1,331.60",0.16K,0.55%
06/12/2019,"1,331.90","1,326.90","1,334.50","1,326.90",0.14K,0.41%
06/11/2019,"1,326.40","1,328.40","1,328.40","1,319.10",0.20K,0.13%
06/10/2019,"1,324.70","1,335.80","1,336.50","1,324.10",0.27K,-1.23%
06/07/2019,"1,341.20","1,333.10","1,347.70","1,329.80",0.24K,0.27%
06/06/2019,"1,337.60","1,330.80","1,338.70","1,326.20",0.16K,0.70%
06/05/2019,"1,328.30","1,328.90","1,343.30","1,326.30",0.62K,0.37%
06/04/2019,"1,323.40","1,324.30","1,328.60","1,320.80",0.30K,0.05%
06/03/2019,"1,322.70","1,307.00","1,327.80","1,307.00",0.81K,1.29%
05/31/2019,"1,305.80","1,287.70","1,306.40","1,287.50",2.81K,1.45%
05/30/2019,"1,287.10","1,279.40","1,288.30","1,273.90",55.57K,0.51%
05/29/2019,"1,280.60","1,280.60","1,280.60","1,280.60",189.69K,0.32%
05/28/2019,"1,276.50","1,276.50","1,276.50","1,276.50",,-0.51%
05/24/2019,"1,283.00","1,283.00","1,283.00","1,283.00",0.01K,-0.14%
05/23/2019,"1,284.80","1,284.80","1,284.80","1,284.80",,0.88%
05/22/2019,"1,273.60","1,273.60","1,273.60","1,273.60",,0.13%
05/21/2019,"1,272.00","1,272.00","1,272.00","1,272.00",,-0.32%
05/20/2019,"1,276.10","1,276.10","1,276.10","1,276.10",0.02K,0.13%
05/17/2019,"1,274.50","1,280.00","1,280.00","1,274.50",0.00K,-0.82%
05/16/2019,"1,285.00","1,285.20","1,285.40","1,285.00",0.00K,-0.87%
05/15/2019,"1,296.30","1,296.90","1,296.90","1,296.00",0.06K,0.12%
05/14/2019,"1,294.70","1,297.80","1,297.80","1,294.70",0.01K,-0.42%
05/13/2019,"1,300.10","1,286.70","1,300.10","1,281.80",0.06K,1.12%
05/10/2019,"1,285.70","1,285.40","1,286.50","1,283.30",0.01K,0.17%
05/09/2019,"1,283.50","1,278.90","1,285.00","1,278.80",0.04K,0.32%
05/08/2019,"1,279.40","1,279.40","1,279.40","1,279.40",0.01K,-0.32%
05/07/2019,"1,283.50","1,280.50","1,283.50","1,280.50",0.01K,0.14%
05/06/2019,"1,281.70","1,282.20","1,282.20","1,280.30",0.01K,0.20%
05/03/2019,"1,279.20","1,270.10","1,279.20","1,270.10",0.01K,0.75%
05/02/2019,"1,269.70","1,269.20","1,270.80","1,266.60",0.06K,-0.91%
05/01/2019,"1,281.40","1,278.70","1,283.30","1,278.70",0.07K,-0.11%
04/30/2019,"1,282.80","1,281.70","1,283.30","1,280.80",0.11K,0.33%
04/29/2019,"1,278.60","1,284.80","1,284.90","1,277.10",0.57K,-0.49%
04/26/2019,"1,284.90","1,284.90","1,284.90","1,284.90",0.80K,0.71%
04/25/2019,"1,275.80","1,280.60","1,280.80","1,275.80",0.10K,0.02%
04/24/2019,"1,275.50","1,268.40","1,275.50","1,267.80",0.52K,0.49%
04/23/2019,"1,269.30","1,266.40","1,269.80","1,266.00",0.21K,-0.33%
04/22/2019,"1,273.50","1,273.50","1,273.50","1,273.50",0.15K,0.13%
04/18/2019,"1,271.90","1,270.80","1,273.60","1,270.10",0.03K,-0.02%
04/17/2019,"1,272.20","1,273.50","1,273.50","1,271.60",0.31K,-0.03%
04/16/2019,"1,272.60","1,285.20","1,285.20","1,272.20",0.64K,-1.10%
04/15/2019,"1,286.80","1,284.80","1,287.30","1,282.30",0.52K,-0.29%
04/12/2019,"1,290.60","1,293.40","1,293.40","1,289.20",0.61K,0.16%
04/11/2019,"1,288.60","1,307.00","1,307.10","1,288.60",0.42K,-1.57%
04/10/2019,"1,309.10","1,304.00","1,309.10","1,301.50",0.07K,0.43%
04/09/2019,"1,303.50","1,298.50","1,304.90","1,298.50",0.03K,0.49%
04/08/2019,"1,297.10","1,292.20","1,302.10","1,291.80",0.06K,0.52%
04/05/2019,"1,290.40","1,292.00","1,292.00","1,283.60",0.18K,0.11%
04/04/2019,"1,289.00","1,290.60","1,292.60","1,279.50",0.27K,-0.07%
04/03/2019,"1,289.90","1,291.40","1,293.10","1,287.50",0.17K,-0.01%
04/02/2019,"1,290.00","1,286.30","1,290.90","1,284.50",0.53K,0.12%
04/01/2019,"1,288.40","1,291.80","1,295.90","1,285.70",0.68K,-0.36%
03/29/2019,"1,293.00","1,289.60","1,298.50","1,286.10",1.26K,0.25%
03/28/2019,"1,289.80","1,308.40","1,311.10","1,287.70",87.80K,-1.53%
03/27/2019,"1,309.90","1,309.90","1,309.90","1,309.90",206.26K,-0.33%
03/26/2019,"1,314.30","1,315.60","1,315.60","1,314.30",0.00K,-0.57%
03/25/2019,"1,321.90","1,320.70","1,322.90","1,320.70",0.02K,0.79%
03/22/2019,"1,311.60","1,311.60","1,311.60","1,311.60",,0.42%
03/21/2019,"1,306.10","1,306.10","1,306.10","1,306.10",,0.43%
03/20/2019,"1,300.50","1,300.70","1,300.70","1,300.50",0.00K,-0.34%
03/19/2019,"1,305.00","1,306.90","1,306.90","1,304.80",0.02K,0.36%
03/18/2019,"1,300.30","1,297.30","1,302.20","1,297.30",0.01K,-0.12%
03/15/2019,"1,301.80","1,300.90","1,304.70","1,300.50",0.03K,0.65%
03/14/2019,"1,293.40","1,293.40","1,293.40","1,293.40",0.00K,-1.08%
03/13/2019,"1,307.50","1,307.50","1,307.50","1,307.50",,0.86%
03/12/2019,"1,296.30","1,294.70","1,296.30","1,294.70",0.00K,0.58%
03/11/2019,"1,288.80","1,291.00","1,291.00","1,288.80",0.01K,-0.63%
03/08/2019,"1,297.00","1,292.10","1,297.40","1,291.60",0.01K,1.03%
03/07/2019,"1,283.80","1,281.00","1,284.60","1,281.00",0.01K,-0.09%
03/06/2019,"1,284.90","1,287.10","1,287.10","1,282.60",0.01K,0.23%
03/05/2019,"1,282.00","1,287.00","1,287.00","1,282.00",0.11K,-0.22%
03/04/2019,"1,284.80","1,285.50","1,287.00","1,281.90",0.03K,-0.89%
03/01/2019,"1,296.40","1,312.20","1,312.20","1,288.90",0.11K,-1.25%
02/28/2019,"1,312.80","1,321.10","1,323.70","1,311.50",0.14K,-0.37%
02/27/2019,"1,317.70","1,327.70","1,327.90","1,316.50",0.60K,-0.56%
02/26/2019,"1,325.10","1,323.30","1,325.50","1,323.30",0.94K,-0.06%
02/25/2019,"1,325.90","1,329.20","1,331.60","1,325.60",0.18K,-0.25%
02/22/2019,"1,329.20","1,324.20","1,331.30","1,321.00",0.72K,0.43%
02/21/2019,"1,323.50","1,331.30","1,334.90","1,320.90",0.41K,-1.47%
02/20/2019,"1,343.30","1,342.20","1,344.00","1,338.00",0.58K,0.24%
02/19/2019,"1,340.10","1,320.90","1,340.10","1,320.50",0.39K,1.67%
02/15/2019,"1,318.10","1,313.60","1,318.80","1,313.60",0.19K,0.63%
02/14/2019,"1,309.80","1,305.00","1,311.80","1,301.60",0.86K,-0.08%
02/13/2019,"1,310.80","1,311.60","1,316.00","1,308.10",0.14K,0.12%
02/12/2019,"1,309.20","1,310.00","1,312.00","1,307.60",0.11K,0.17%
02/11/2019,"1,307.00","1,313.40","1,313.40","1,304.70",0.12K,-0.51%
02/08/2019,"1,313.70","1,309.50","1,314.00","1,307.80",0.12K,0.33%
02/07/2019,"1,309.40","1,302.90","1,310.40","1,302.20",0.20K,-0.01%
02/06/2019,"1,309.50","1,312.50","1,313.50","1,305.00",0.36K,-0.36%
02/05/2019,"1,314.20","1,311.10","1,315.10","1,311.00",0.36K,-0.01%
02/04/2019,"1,314.30","1,318.10","1,318.10","1,308.30",0.68K,-0.20%
02/01/2019,"1,316.90","1,320.30","1,320.70","1,315.40",0.88K,-0.21%
01/31/2019,"1,319.70","1,320.00","1,325.40","1,316.70",1.97K,0.75%
01/30/2019,"1,309.90","1,310.40","1,323.40","1,308.10",54.96K,0.13%
01/29/2019,"1,308.20","1,308.20","1,308.20","1,308.20",213.61K,0.45%
01/28/2019,"1,302.40","1,300.80","1,307.10","1,298.40",0.05K,0.39%
01/25/2019,"1,297.40","1,297.40","1,297.40","1,297.40",,1.43%
01/24/2019,"1,279.10","1,279.10","1,279.10","1,278.50",0.00K,-0.31%
01/23/2019,"1,283.10","1,281.70","1,283.90","1,278.70",0.01K,0.05%
01/22/2019,"1,282.50","1,282.50","1,283.30","1,282.50",0.01K,0.09%
01/18/2019,"1,281.30","1,281.30","1,281.30","1,281.30",0.00K,-0.75%
01/17/2019,"1,291.00","1,291.60","1,292.70","1,288.50",0.01K,-0.05%
01/16/2019,"1,291.60","1,291.60","1,291.60","1,291.60",0.00K,0.42%
01/15/2019,"1,286.20","1,290.10","1,292.70","1,286.20",0.00K,-0.22%
01/14/2019,"1,289.10","1,292.40","1,293.90","1,289.10",0.01K,0.16%
01/11/2019,"1,287.10","1,291.20","1,291.20","1,286.30",0.01K,0.19%
01/10/2019,"1,284.70","1,284.70","1,284.70","1,284.70",,-0.36%
01/09/2019,"1,289.30","1,279.40","1,289.30","1,279.20",0.10K,0.48%
01/08/2019,"1,283.20","1,280.50","1,283.20","1,278.20",0.05K,-0.28%
01/07/2019,"1,286.80","1,286.80","1,286.80","1,286.60",0.00K,0.32%
01/04/2019,"1,282.70","1,294.20","1,294.20","1,275.30",0.03K,-0.70%
01/03/2019,"1,291.80","1,286.80","1,292.00","1,286.70",0.01K,0.84%
01/02/2019,"1,281.00","1,286.00","1,286.00","1,277.60",0.15K,0.21%
12/31/2018,"1,278.30","1,278.00","1,281.30","1,277.60",0.02K,-0.13%
12/28/2018,"1,279.90","1,273.50","1,280.10","1,273.50",0.81K,0.20%
12/27/2018,"1,277.30","1,276.70","1,277.30","1,276.70",0.48K,0.64%
12/26/2018,"1,269.20","1,269.30","1,277.40","1,269.20",0.06K,0.13%
12/24/2018,"1,267.50","1,260.30","1,268.50","1,260.30",0.03K,1.09%
12/21/2018,"1,253.80","1,260.30","1,261.30","1,253.80",0.10K,-0.78%
12/20/2018,"1,263.60","1,243.20","1,263.60","1,243.20",0.05K,0.92%
12/19/2018,"1,252.10","1,255.80","1,255.80","1,252.10",0.27K,0.23%
12/18/2018,"1,249.20","1,248.20","1,249.20","1,245.60",0.03K,0.14%
12/17/2018,"1,247.40","1,239.30","1,247.40","1,239.30",0.01K,0.84%
12/14/2018,"1,237.00","1,241.70","1,241.70","1,234.10",0.03K,-0.46%
12/13/2018,"1,242.70","1,243.50","1,243.50","1,241.00",0.19K,-0.14%
12/12/2018,"1,244.40","1,245.30","1,245.60","1,244.10",0.08K,0.20%
12/11/2018,"1,241.90","1,245.80","1,248.70","1,241.50",0.12K,-0.14%
12/10/2018,"1,243.70","1,249.60","1,249.60","1,241.70",0.13K,-0.25%
12/07/2018,"1,246.80","1,238.30","1,249.80","1,237.60",0.21K,0.70%
12/06/2018,"1,238.10","1,237.50","1,244.40","1,234.80",0.43K,-0.24%
12/04/2018,"1,241.10","1,231.00","1,241.40","1,230.40",0.47K,0.58%
12/03/2018,"1,233.90","1,222.50","1,234.10","1,221.30",0.75K,1.12%
11/30/2018,"1,220.20","1,224.10","1,225.00","1,216.10",2.06K,-0.32%
11/29/2018,"1,224.10","1,221.00","1,228.70","1,220.50",55.48K,0.22%
11/28/2018,"1,221.40","1,211.50","1,221.40","1,211.50",247.17K,0.84%
11/27/2018,"1,211.20","1,221.90","1,222.00","1,211.20",0.01K,-0.74%
11/26/2018,"1,220.20","1,220.20","1,222.00","1,220.20",0.00K,-0.07%
11/23/2018,"1,221.00","1,224.80","1,224.80","1,221.00",0.00K,-0.39%
11/21/2018,"1,225.80","1,225.80","1,225.80","1,225.80",,0.56%
11/20/2018,"1,219.00","1,225.30","1,228.80","1,219.00",0.01K,-0.34%
11/19/2018,"1,223.10","1,223.10","1,223.10","1,223.10",,0.19%
11/16/2018,"1,220.80","1,216.70","1,223.80","1,216.70",0.01K,0.66%
11/15/2018,"1,212.80","1,212.80","1,212.80","1,212.80",,0.41%
11/14/2018,"1,207.90","1,207.90","1,207.90","1,207.90",,0.73%
11/13/2018,"1,199.20","1,196.30","1,201.30","1,196.30",0.01K,-0.17%
11/12/2018,"1,201.30","1,201.60","1,201.60","1,201.30",0.00K,-0.42%
11/09/2018,"1,206.40","1,207.90","1,207.90","1,206.40",0.01K,-1.35%
11/08/2018,"1,222.90","1,222.90","1,222.90","1,222.90",0.00K,-0.27%
11/07/2018,"1,226.20","1,228.60","1,228.60","1,226.20",0.00K,0.20%
11/06/2018,"1,223.80","1,230.70","1,233.80","1,223.80",0.00K,-0.49%
11/05/2018,"1,229.80","1,230.60","1,231.50","1,226.70",0.01K,-0.09%
11/02/2018,"1,230.90","1,233.30","1,233.30","1,230.90",0.02K,-0.41%
11/01/2018,"1,236.00","1,215.40","1,236.00","1,215.40",0.01K,1.95%
10/31/2018,"1,212.30","1,216.00","1,216.60","1,212.00",0.12K,-0.84%
10/30/2018,"1,222.60","1,227.70","1,227.70","1,219.80",0.07K,-0.16%
10/29/2018,"1,224.50","1,224.50","1,224.50","1,224.50",0.21K,-0.65%
10/26/2018,"1,232.50","1,234.30","1,234.80","1,232.50",0.02K,0.28%
10/25/2018,"1,229.10","1,238.60","1,238.60","1,229.10",0.01K,0.11%
10/24/2018,"1,227.80","1,231.60","1,231.60","1,227.80",0.04K,-0.45%
10/23/2018,"1,233.40","1,224.80","1,237.80","1,224.80",0.03K,1.00%
10/22/2018,"1,221.20","1,224.50","1,224.50","1,219.60",0.02K,-0.33%
10/19/2018,"1,225.30","1,225.30","1,225.30","1,225.30",0.06K,-0.10%
10/18/2018,"1,226.50","1,226.50","1,226.50","1,226.50",0.17K,0.23%
10/17/2018,"1,223.70","1,225.90","1,225.90","1,223.70",0.00K,-0.29%
10/16/2018,"1,227.30","1,227.10","1,230.50","1,227.10",0.43K,0.07%
10/15/2018,"1,226.40","1,222.40","1,232.30","1,222.40",0.14K,0.68%
10/12/2018,"1,218.10","1,221.60","1,221.60","1,216.00",0.12K,-0.44%
10/11/2018,"1,223.50","1,198.10","1,224.60","1,196.30",0.13K,2.88%
10/10/2018,"1,189.30","1,189.30","1,192.00","1,189.30",1.08K,0.18%
10/09/2018,"1,187.20","1,185.60","1,189.10","1,185.60",0.01K,0.24%
10/08/2018,"1,184.40","1,201.00","1,201.00","1,183.70",0.25K,-1.40%
10/05/2018,"1,201.20","1,197.10","1,205.30","1,196.90",0.03K,0.33%
10/04/2018,"1,197.20","1,199.30","1,204.60","1,197.20",0.50K,-0.09%
10/03/2018,"1,198.30","1,202.60","1,202.60","1,196.60",0.08K,-0.34%
10/02/2018,"1,202.40","1,193.00","1,206.00","1,190.30",0.45K,1.29%
10/01/2018,"1,187.10","1,191.60","1,191.60","1,185.80",0.18K,-0.37%
09/28/2018,"1,191.50","1,181.70","1,191.90","1,180.00",0.40K,0.78%
09/27/2018,"1,182.30","1,194.60","1,197.30","1,180.50",4.95K,-0.98%
09/26/2018,"1,194.00","1,194.00","1,194.00","1,194.00",17.86K,-0.50%
09/25/2018,"1,200.00","1,202.10","1,202.80","1,200.00",0.02K,0.06%
09/24/2018,"1,199.30","1,199.30","1,199.30","1,199.30",,0.26%
09/21/2018,"1,196.20","1,196.20","1,196.20","1,196.20",,-0.83%
09/20/2018,"1,206.20","1,206.20","1,206.20","1,206.20",,0.33%
09/19/2018,"1,202.20","1,202.20","1,202.20","1,202.20",,0.45%
09/18/2018,"1,196.80","1,198.70","1,198.70","1,196.80",0.00K,-0.24%
09/17/2018,"1,199.70","1,199.70","1,199.70","1,199.70",,0.39%
09/14/2018,"1,195.00","1,195.00","1,195.00","1,195.00",0.00K,-0.58%
09/13/2018,"1,202.00","1,203.40","1,203.40","1,200.00",0.02K,-0.22%
09/12/2018,"1,204.70","1,205.00","1,205.00","1,204.70",0.04K,0.78%
09/11/2018,"1,195.40","1,190.40","1,196.30","1,190.40",0.02K,0.20%
09/10/2018,"1,193.00","1,193.00","1,193.00","1,193.00",0.01K,-0.05%
09/07/2018,"1,193.60","1,198.30","1,198.30","1,193.10",0.03K,-0.36%
09/06/2018,"1,197.90","1,202.00","1,202.00","1,197.90",0.01K,0.25%
09/05/2018,"1,194.90","1,192.50","1,196.00","1,192.50",0.02K,0.18%
09/04/2018,"1,192.70","1,193.80","1,193.80","1,189.90",0.03K,-0.63%
08/31/2018,"1,200.30","1,207.10","1,208.20","1,199.10",0.19K,0.22%
08/30/2018,"1,197.70","1,205.40","1,205.60","1,196.00",0.49K,-0.56%
08/29/2018,"1,204.50","1,205.20","1,205.20","1,202.40",0.82K,-0.24%
08/28/2018,"1,207.40","1,209.70","1,217.00","1,202.30",0.14K,-0.13%
08/27/2018,"1,209.00","1,210.30","1,211.40","1,205.20",0.15K,0.22%
08/24/2018,"1,206.30","1,185.30","1,208.00","1,185.30",0.01K,1.63%
08/23/2018,"1,187.00","1,189.30","1,190.30","1,184.90",0.10K,-0.78%
08/22/2018,"1,196.30","1,194.70","1,196.30","1,194.70",0.02K,0.31%
08/21/2018,"1,192.60","1,189.80","1,192.60","1,189.80",0.02K,0.49%
08/20/2018,"1,186.80","1,184.80","1,190.00","1,184.40",0.07K,0.88%
08/17/2018,"1,176.50","1,174.70","1,181.20","1,174.70",0.07K,0.03%
08/16/2018,"1,176.20","1,173.20","1,180.20","1,161.40",0.12K,-0.11%
08/15/2018,"1,177.50","1,187.80","1,188.10","1,174.60",0.07K,-1.30%
08/14/2018,"1,193.00","1,193.10","1,197.50","1,192.80",0.09K,0.14%
08/13/2018,"1,191.30","1,207.00","1,207.40","1,191.30",0.08K,-1.63%
08/10/2018,"1,211.10","1,212.50","1,216.40","1,205.60",0.07K,-0.07%
08/09/2018,"1,211.90","1,214.50","1,215.30","1,211.60",0.04K,-0.06%
08/08/2018,"1,212.60","1,212.00","1,215.20","1,205.90",0.21K,0.25%
08/07/2018,"1,209.60","1,207.80","1,214.80","1,207.80",0.71K,0.08%
08/06/2018,"1,208.60","1,214.40","1,214.40","1,206.60",0.30K,-0.46%
08/03/2018,"1,214.20","1,206.50","1,218.60","1,205.10",0.78K,0.30%
08/02/2018,"1,210.60","1,214.70","1,219.30","1,205.80",0.41K,-0.60%
08/01/2018,"1,217.90","1,222.90","1,223.70","1,214.40",1.03K,-0.47%
07/31/2018,"1,223.70","1,220.40","1,228.10","1,213.00",2.72K,0.20%
07/30/2018,"1,221.30","1,222.50","1,223.90","1,218.10",62.24K,-0.11%
07/27/2018,"1,222.60","1,222.60","1,222.60","1,222.60",254.43K,-0.22%
07/26/2018,"1,225.30","1,227.80","1,227.80","1,225.30",0.00K,-0.50%
07/25/2018,"1,231.40","1,231.40","1,231.40","1,231.40",,0.61%
07/24/2018,"1,223.90","1,223.90","1,223.90","1,223.90",,-0.01%
07/23/2018,"1,224.00","1,222.00","1,224.00","1,222.00",0.00K,-0.45%
07/20/2018,"1,229.50","1,229.50","1,229.50","1,229.50",,0.58%
07/19/2018,"1,222.40","1,227.20","1,228.00","1,211.70",0.03K,-0.32%
07/18/2018,"1,226.30","1,226.70","1,226.70","1,222.20",0.07K,0.05%
07/17/2018,"1,225.70","1,225.70","1,225.70","1,225.70",,-1.00%
07/16/2018,"1,238.10","1,242.70","1,243.80","1,238.10",0.00K,-0.12%
07/13/2018,"1,239.60","1,244.70","1,247.00","1,239.60",0.00K,-0.43%
07/12/2018,"1,245.00","1,240.90","1,246.70","1,240.90",0.01K,0.18%
07/11/2018,"1,242.80","1,253.20","1,253.20","1,242.80",0.03K,-0.88%
07/10/2018,"1,253.80","1,256.20","1,256.90","1,249.30",0.07K,-0.34%
07/09/2018,"1,258.10","1,258.20","1,262.30","1,257.70",0.04K,0.30%
07/06/2018,"1,254.30","1,255.50","1,255.50","1,254.30",0.01K,-0.24%
07/05/2018,"1,257.30","1,255.50","1,257.30","1,253.60",0.01K,0.46%
07/03/2018,"1,251.60","1,238.10","1,254.10","1,237.00",0.04K,0.95%
07/02/2018,"1,239.80","1,249.90","1,249.90","1,239.80",0.03K,-0.92%
06/29/2018,"1,251.30","1,250.30","1,253.30","1,249.10",0.05K,0.28%
06/28/2018,"1,247.80","1,251.70","1,251.70","1,244.80",0.38K,-0.40%
06/27/2018,"1,252.80","1,255.50","1,255.50","1,252.30",1.16K,-0.30%
06/26/2018,"1,256.60","1,267.20","1,267.20","1,256.60",0.09K,-0.71%
06/25/2018,"1,265.60","1,270.60","1,271.20","1,265.60",0.04K,-0.14%
06/22/2018,"1,267.40","1,268.10","1,270.20","1,267.00",0.07K,0.02%
06/21/2018,"1,267.20","1,262.70","1,268.90","1,260.00",0.05K,-0.31%
06/20/2018,"1,271.20","1,274.40","1,274.40","1,271.20",0.01K,-0.34%
06/19/2018,"1,275.60","1,278.70","1,281.80","1,269.90",0.03K,-0.05%
06/18/2018,"1,276.20","1,280.70","1,280.70","1,276.20",0.04K,0.13%
06/15/2018,"1,274.60","1,297.20","1,307.70","1,274.00",0.59K,-2.25%
06/14/2018,"1,304.00","1,297.20","1,307.70","1,297.20",0.04K,0.55%
06/13/2018,"1,296.90","1,294.00","1,299.40","1,290.90",0.14K,0.14%
06/12/2018,"1,295.10","1,297.80","1,298.10","1,292.70",0.15K,-0.29%
06/11/2018,"1,298.90","1,299.30","1,302.00","1,295.20",0.07K,0.06%
06/08/2018,"1,298.10","1,295.30","1,299.40","1,294.80",0.65K,-0.05%
06/07/2018,"1,298.70","1,298.40","1,302.80","1,296.20",0.08K,0.12%
06/06/2018,"1,297.10","1,296.10","1,300.40","1,294.10",0.37K,-0.03%
06/05/2018,"1,297.50","1,292.10","1,299.80","1,289.90",0.36K,0.34%
06/04/2018,"1,293.10","1,293.90","1,297.10","1,290.00",0.14K,-0.13%
06/01/2018,"1,294.80","1,298.60","1,299.50","1,288.90",0.66K,-0.41%
05/31/2018,"1,300.10","1,301.00","1,306.80","1,296.60",4.08K,-0.11%
05/30/2018,"1,301.50","1,298.00","1,303.70","1,295.20",50.84K,0.22%
05/29/2018,"1,298.70","1,298.70","1,298.70","1,298.70",386.33K,-0.35%
05/25/2018,"1,303.30","1,303.30","1,303.30","1,303.30",0.00K,-0.03%
05/24/2018,"1,303.70","1,303.70","1,303.70","1,303.70",,1.12%
05/23/2018,"1,289.30","1,289.30","1,289.30","1,289.30",0.01K,-0.19%
05/22/2018,"1,291.70","1,291.70","1,291.70","1,291.70",0.05K,0.12%
05/21/2018,"1,290.20","1,287.40","1,292.10","1,287.40",0.05K,0.00%
05/18/2018,"1,290.20","1,285.20","1,290.20","1,285.20",0.00K,0.16%
05/17/2018,"1,288.20","1,291.30","1,291.30","1,288.20",0.00K,-0.16%
05/16/2018,"1,290.20","1,290.90","1,294.00","1,285.40",0.03K,0.10%
05/15/2018,"1,288.90","1,304.60","1,304.70","1,288.90",0.01K,-2.10%
05/14/2018,"1,316.50","1,319.90","1,319.90","1,316.50",0.00K,-0.19%
05/11/2018,"1,319.00","1,319.00","1,319.00","1,319.00",0.00K,-0.14%
05/10/2018,"1,320.80","1,312.20","1,320.80","1,312.20",0.01K,0.72%
05/09/2018,"1,311.30","1,311.30","1,311.30","1,311.30",0.07K,-0.05%
05/08/2018,"1,312.00","1,310.10","1,312.00","1,308.50",0.34K,-0.02%
05/07/2018,"1,312.20","1,310.60","1,312.50","1,310.20",0.00K,-0.04%
05/04/2018,"1,312.70","1,312.70","1,312.70","1,312.70",,0.15%
05/03/2018,"1,310.70","1,310.70","1,310.70","1,310.70",0.00K,0.62%
05/02/2018,"1,302.60","1,309.00","1,309.30","1,302.60",0.02K,-0.09%
05/01/2018,"1,303.80","1,313.20","1,313.80","1,303.40",0.03K,-0.94%
04/30/2018,"1,316.20","1,309.60","1,316.20","1,309.60",0.05K,-0.31%
04/27/2018,"1,320.30","1,315.30","1,321.70","1,312.80",0.62K,0.30%
04/26/2018,"1,316.30","1,315.70","1,316.30","1,315.70",0.57K,-0.37%
04/25/2018,"1,321.20","1,324.00","1,325.00","1,320.00",0.28K,-0.77%
04/24/2018,"1,331.40","1,326.40","1,331.70","1,326.20",0.03K,0.67%
04/23/2018,"1,322.50","1,334.00","1,334.40","1,322.50",0.07K,-1.06%
